country,time,week,valence_score,gdpdev,gdplevel
czech-republic,2020-05-03,2020-W18,0.5822999999999999,-0.0887058132229086,87.94563637361114
czech-republic,2020-05-10,2020-W19,0.5823,-0.07176959972127406,89.47767681902454
czech-republic,2020-05-17,2020-W20,0.6226999999999999,-0.06122851417402324,90.46267817309726
czech-republic,2020-05-24,2020-W21,0.6302000000000001,-0.05626902322551792,90.93990308436437
czech-republic,2020-05-31,2020-W22,0.6302000000000001,-0.05560631810739417,91.03675515801301
czech-republic,2020-06-07,2020-W23,0.6714,-0.03853289721717702,92.6525939602418
czech-republic,2020-06-14,2020-W24,0.7119000000000001,-0.02605655262008025,93.8348028630205
czech-republic,2020-06-21,2020-W25,0.6672,-0.02576560379140443,93.89989384148012
czech-republic,2020-06-28,2020-W26,0.6426,-0.0233611497770287,94.1630785696279
czech-republic,2020-07-05,2020-W27,0.6705999999999999,-0.01438954783310369,95.04681612251919
czech-republic,2020-07-12,2020-W28,0.6706,-0.004189647634162063,96.05492618639929
czech-republic,2020-07-19,2020-W29,0.6851,-0.003201712780039722,96.1883765527486
czech-republic,2020-07-26,2020-W30,0.6447,-0.008873677078235201,95.67674214504964
czech-republic,2020-08-02,2020-W31,0.6226999999999999,-0.00809526037278175,95.79034302131669
czech-republic,2020-08-09,2020-W32,0.6507,0.002651460284427588,96.86223197093656
czech-republic,2020-08-16,2020-W33,0.6226999999999999,0.003196512208511122,96.94579668538375
czech-republic,2020-08-23,2020-W34,0.6068,0.008773115669106246,97.53044949304717
czech-republic,2020-08-30,2020-W35,0.6227,0.00761041100789602,97.45681531205788
czech-republic,2020-09-06,2020-W36,0.6920000000000001,0.001625148883674501,96.90249973985365
czech-republic,2020-09-13,2020-W37,0.6822000000000001,-0.008852305943006955,95.93969638512846
czech-republic,2020-09-20,2020-W38,0.6227,-0.005234082275452846,96.33225789538514
czech-republic,2020-09-27,2020-W39,0.6227,0.000481350699054018,96.90659465213642
czech-republic,2020-10-04,2020-W40,0.6226999999999999,-0.01084200384435945,95.84687135102246
czech-republic,2020-10-11,2020-W41,0.57024,-0.01425977407851102,95.55887271321703
czech-republic,2020-10-18,2020-W42,0.51454,-0.02517034754542324,94.55329777516873
czech-republic,2020-10-25,2020-W43,0.54254,-0.02186410974043654,94.90731015211566
czech-republic,2020-11-01,2020-W44,0.5716400000000001,-0.02050145418093282,95.07323360602476
czech-republic,2020-11-08,2020-W45,0.57164,-0.0260374691463006,94.57582614257984
czech-republic,2020-11-15,2020-W46,0.52694,-0.0239599681233277,94.8100191916212
czech-republic,2020-11-22,2020-W47,0.53674,-0.01611102390003794,95.59911430513017
czech-republic,2020-11-29,2020-W48,0.53674,-0.01086870620274945,96.1291126412423
czech-republic,2020-12-06,2020-W49,0.53544,-0.01735199689978872,95.54597713099236
czech-republic,2020-12-13,2020-W50,0.53154,-0.01710696447754137,95.60784772105836
czech-republic,2020-12-20,2020-W51,0.53154,-0.01457755030441317,95.88014317554062
czech-republic,2020-12-27,2020-W52,0.56714,-0.01946388681542332,95.45170490107716
czech-republic,2021-01-03,2021-W01,0.5114400000000001,-0.0115495843566664,96.25512359041291
czech-republic,2021-01-10,2021-W02,0.5114400000000001,-0.01560738092861477,95.90109251965555
czech-republic,2021-01-17,2021-W03,0.55264,-0.02823323694956281,94.72436643231794
czech-republic,2021-01-24,2021-W04,0.56854,-0.01953582416853557,95.59077013714209
czech-republic,2021-01-31,2021-W05,0.52384,-0.01619278279153277,95.94035300071027
czech-republic,2021-02-07,2021-W06,0.56124,-0.02322661042286993,95.3070687030045
czech-republic,2021-02-14,2021-W07,0.56124,-0.0287244846156302,94.82131135582075
czech-republic,2021-02-21,2021-W08,0.52384,-0.03161034995229842,94.57862309106059
czech-republic,2021-02-28,2021-W09,0.5797,-0.04822372012779171,93.06616339740991
czech-republic,2021-03-07,2021-W10,0.5797000000000001,-0.04778848289166808,93.1450633998951
czech-republic,2021-03-14,2021-W11,0.5797000000000001,-0.0335026383276022,94.5054158788957
czech-republic,2021-03-21,2021-W12,0.6077,-0.04156554996854837,93.78676044270644
czech-republic,2021-03-28,2021-W13,0.5797000000000001,-0.04810249591860545,93.21037479622018
czech-republic,2021-04-04,2021-W14,0.5797,-0.03790192864339386,94.19992778453654
czech-republic,2021-04-11,2021-W15,0.5797,-0.02614514274041504,95.34870393810638
czech-republic,2021-04-18,2021-W16,0.5920000000000001,-0.02634861733142086,95.36741689769529
czech-republic,2021-04-25,2021-W17,0.5699000000000001,-0.02990944394688282,95.05846533776905
czech-republic,2021-05-02,2021-W18,0.5699,-0.02847431636987704,95.23331267127922
czech-republic,2021-05-09,2021-W19,0.5797000000000001,-0.02475644668886459,95.62627871086981
denmark,2019-11-10,2019-W45,0.5797,0.02663408350212979,100.7143331175199
denmark,2019-11-17,2019-W46,0.5797000000000001,0.02818003934543523,100.8885722027744
denmark,2019-11-24,2019-W47,0.5517000000000001,0.02587921401820942,100.6801687691428
denmark,2019-12-01,2019-W48,0.5797000000000001,0.02696138619989062,100.8132932738991
denmark,2019-12-08,2019-W49,0.5797000000000001,0.02202665056960122,100.3362997660728
denmark,2019-12-15,2019-W50,0.6048000000000001,0.01652840465534438,99.81100050049241
denmark,2019-12-22,2019-W51,0.5797000000000001,0.01839861876693503,100.0232386896859
denmark,2019-12-29,2019-W52,0.5797000000000001,0.02552044711759838,100.7563118216595
denmark,2020-01-05,2020-W01,0.6157,0.0236077524952912,100.5887483502257
denmark,2020-01-12,2020-W02,0.5881000000000001,0.02334628893339174,100.5870001572289
denmark,2020-01-19,2020-W03,0.5881000000000001,0.02782098421583777,101.0573940111886
denmark,2020-01-26,2020-W04,0.6291,0.02724440446354285,101.023856387613
denmark,2020-02-02,2020-W05,0.6014,0.02469438915519693,100.7910444605851
denmark,2020-02-09,2020-W06,0.5516000000000001,0.02685949189917683,101.0296551819697
denmark,2020-02-16,2020-W07,0.5928,0.02705578653312039,101.0740406996874
denmark,2020-02-23,2020-W08,0.5791000000000001,0.02551941101049109,100.9432711748838
denmark,2020-03-01,2020-W09,0.6082000000000001,0.02145896825199355,100.5550878308001
denmark,2020-03-08,2020-W10,0.6113000000000001,0.001480918283902343,98.59951140787973
denmark,2020-03-15,2020-W11,0.6250000000000001,-0.0481784393300182,93.89223419209611
denmark,2020-03-22,2020-W12,0.6305000000000001,-0.09402526617695664,89.65343368232118
denmark,2020-03-29,2020-W13,0.6305000000000001,-0.1042380434711064,88.75892366380461
denmark,2020-04-05,2020-W14,0.5954,-0.1193737991770671,87.45785189548721
denmark,2020-04-12,2020-W15,0.6364000000000001,-0.1131338730283054,88.03325921964492
denmark,2020-04-19,2020-W16,0.6305000000000001,-0.08437787116558032,90.6032506053948
denmark,2020-04-26,2020-W17,0.5952000000000001,-0.07411882473130747,91.5584478890938
denmark,2020-05-03,2020-W18,0.5952,-0.06170972738068026,92.72277044012162
denmark,2020-05-10,2020-W19,0.5952000000000001,-0.04774922423240006,94.04692724868136
denmark,2020-05-17,2020-W20,0.6044,-0.04115304981436783,94.69119074870419
denmark,2020-05-24,2020-W21,0.5921000000000001,-0.04614136409481555,94.24017560364405
denmark,2020-05-31,2020-W22,0.6364000000000001,-0.04798902888121383,94.08835385777752
denmark,2020-06-07,2020-W23,0.6364,-0.041495082939314,94.72363579735679
denmark,2020-06-14,2020-W24,0.6405,-0.04016215255793301,94.86831903924121
denmark,2020-06-21,2020-W25,0.6405,-0.03547674404924148,95.33854087120443
denmark,2020-06-28,2020-W26,0.6609,-0.03279103894946883,95.617157584099
denmark,2020-07-05,2020-W27,0.6682,-0.02403441241195103,96.48301302877249
denmark,2020-07-12,2020-W28,0.6582,-0.008138659314215512,98.04746839568483
denmark,2020-07-19,2020-W29,0.6542000000000001,-0.005842558904229643,98.29600415506644
denmark,2020-07-26,2020-W30,0.6686,-0.01485245740806837,97.43534236158155
denmark,2020-08-02,2020-W31,0.6686,-0.01685684659327134,97.26298637032053
denmark,2020-08-09,2020-W32,0.6188,-0.01488802258147033,97.47763731451593
denmark,2020-08-16,2020-W33,0.5932000000000001,-0.01779106558760373,97.21368970480643
denmark,2020-08-23,2020-W34,0.6382000000000001,-0.01254212622469924,97.75062599028479
denmark,2020-08-30,2020-W35,0.6328,-0.0005487532004672187,98.95498108737699
denmark,2020-09-06,2020-W36,0.6462000000000001,0.004964179184812925,99.51923460097956
denmark,2020-09-13,2020-W37,0.6556,0.006035961089773094,99.65050512189579
denmark,2020-09-20,2020-W38,0.6556,0.0006471007527624126,99.14166931785299
denmark,2020-09-27,2020-W39,0.6700000000000002,-0.006588865015515031,98.44332915451696
denmark,2020-10-04,2020-W40,0.6728999999999999,-0.001285583994216812,98.99221540533699
denmark,2020-10-11,2020-W41,0.6728999999999999,0.004836004768313764,99.62318507827939
denmark,2020-10-18,2020-W42,0.6947000000000001,-0.004810031922222643,98.69172274219378
denmark,2020-10-25,2020-W43,0.6971,-0.0115176607820642,98.05112576234768
denmark,2020-11-01,2020-W44,0.6792,-0.007184298995726096,98.50008555978351
denmark,2020-11-08,2020-W45,0.6897,-0.003790325275880465,98.8547974146895
denmark,2020-11-15,2020-W46,0.7070000000000001,-0.001010241679300592,99.15367503803554
denmark,2020-11-22,2020-W47,0.7055,0.003272193910878334,99.60466063668753
denmark,2020-11-29,2020-W48,0.7436,0.007522277557740086,100.0472843265488
denmark,2020-12-06,2020-W49,0.7055,-0.0007971496462505015,99.24558262433027
denmark,2020-12-13,2020-W50,0.6745000000000001,-0.007315512448132811,98.62200399492767
denmark,2020-12-20,2020-W51,0.6745000000000001,-0.008085918777590073,98.56540197051851
denmark,2020-12-27,2020-W52,0.6935,-0.0299166744961585,96.47876471413477
denmark,2021-01-03,2021-W01,0.7182000000000001,-0.02880727963577127,96.61208653836181
denmark,2021-01-10,2021-W02,0.7272,-0.01506955419910668,97.94857327765433
denmark,2021-01-17,2021-W03,0.7322,-0.0146617953011241,98.01291359122771
denmark,2021-01-24,2021-W04,0.6935,-0.0008492632251720354,99.39953338595303
denmark,2021-01-31,2021-W05,0.6960000000000001,0.002361044519673894,99.73702392030309
denmark,2021-02-07,2021-W06,0.6578999999999999,-0.01078632196190774,98.46272347265037
denmark,2021-02-14,2021-W07,0.6935,-0.01689357304491118,97.88312424609666
denmark,2021-02-21,2021-W08,0.6935,-0.01197803309059894,98.38393373948293
denmark,2021-02-28,2021-W09,0.6935,-0.0001797061172588424,99.58179603911888
denmark,2021-03-07,2021-W10,0.6935,0.004212723489886861,100.0405807895144
denmark,2021-03-14,2021-W11,0.6672,-0.01006442957013553,98.64270369012915
denmark,2021-03-21,2021-W12,0.6359,-0.008892123010780706,98.78371045078165
denmark,2021-03-28,2021-W13,0.5999,-0.006080965710740159,99.08366863634838
denmark,2021-04-04,2021-W14,0.6354,-0.005117632785030698,99.19930872102768
denmark,2021-04-11,2021-W15,0.5665800000000001,0.007689393253171025,100.5014648860578
denmark,2021-04-18,2021-W16,0.5702800000000001,0.006324717672493809,100.3896242360405
denmark,2021-04-25,2021-W17,0.56908,-0.005443147390872618,99.23329260591996
denmark,2021-05-02,2021-W18,0.56158,-0.0008177676864985616,99.72114712247185
denmark,2021-05-09,2021-W19,0.5377799999999999,0.002864803301318628,100.110508752126
finland,2019-11-10,2019-W45,0.6066,0.01242421236707532,99.57613412719274
finland,2019-11-17,2019-W46,0.5711999999999999,0.01437731640230316,99.78196413262481
finland,2019-11-24,2019-W47,0.5711999999999999,0.02802481891506375,101.1750430319678
finland,2019-12-01,2019-W48,0.5314,0.03279974694318839,101.6684175988142
finland,2019-12-08,2019-W49,0.5317000000000001,0.01952649860802158,100.337652871364
finland,2019-12-15,2019-W50,0.5439999999999999,0.02162835271385563,100.5642701943778
finland,2019-12-22,2019-W51,0.5536000000000001,0.02088807825107274,100.5043334880378
finland,2019-12-29,2019-W52,0.5536000000000001,0.01735407513708163,100.1586508936712
finland,2020-01-05,2020-W01,0.5749000000000001,0.0204837600368242,100.485508835018
finland,2020-01-12,2020-W02,0.5457,0.0182046236246154,100.2705792089845
finland,2020-01-19,2020-W03,0.5228999999999999,0.0203049905369305,100.4929469223705
finland,2020-01-26,2020-W04,0.5499999999999999,0.02334343097725981,100.8124428553916
finland,2020-02-02,2020-W05,0.5499999999999999,0.02016152211143769,100.5067905528815
finland,2020-02-09,2020-W06,0.5775,0.01757420928226406,100.2576777991428
finland,2020-02-16,2020-W07,0.5898000000000001,0.02447420377841882,100.9676433970548
finland,2020-02-23,2020-W08,0.5713,0.02443923642625594,100.9781099871433
finland,2020-03-01,2020-W09,0.5713,0.01539929420719352,100.0792866459147
finland,2020-03-08,2020-W10,0.5713,0.0211338280364583,100.6724099997054
finland,2020-03-15,2020-W11,0.55,0.006417774507284422,99.23904310966475
finland,2020-03-22,2020-W12,0.5377,-0.02838126263252202,95.83516976305887
finland,2020-03-29,2020-W13,0.5499999999999999,-0.0432411769219086,94.4294490534218
finland,2020-04-05,2020-W14,0.5319999999999999,-0.06106104921984515,92.78322618234542
finland,2020-04-12,2020-W15,0.5363,-0.07816813640966469,91.21090499972414
finland,2020-04-19,2020-W16,0.5319999999999999,-0.07665320257985025,91.36246680070624
finland,2020-04-26,2020-W17,0.532,-0.07432862239887633,91.5871031515743
finland,2020-05-03,2020-W18,0.532,-0.06502951591316918,92.45893446475381
finland,2020-05-10,2020-W19,0.5596,-0.05668866843413033,93.2406141582563
finland,2020-05-17,2020-W20,0.5265,-0.05173117145962675,93.71969412119634
finland,2020-05-24,2020-W21,0.5317999999999998,-0.05077393834983292,93.81914212920407
finland,2020-05-31,2020-W22,0.5868,-0.05854650596939275,93.10344347602059
finland,2020-06-07,2020-W23,0.5691999999999999,-0.04033671452015591,94.84461158976254
finland,2020-06-14,2020-W24,0.5765,-0.01938759537863629,96.84606067877183
finland,2020-06-21,2020-W25,0.5722,-0.02469931160641434,96.34875206038996
finland,2020-06-28,2020-W26,0.5765,-0.02205801633050947,96.6193514025541
finland,2020-07-05,2020-W27,0.542,-0.01766298879137392,97.05233316036333
finland,2020-07-12,2020-W28,0.5605,-0.01477620557264985,97.34853818833174
finland,2020-07-19,2020-W29,0.5338,-0.0005361480771720367,98.7565005364932
finland,2020-07-26,2020-W30,0.5338,0.002812208105695564,99.09736485277288
finland,2020-08-02,2020-W31,0.5498000000000001,-0.003589248041946108,98.47921415553813
finland,2020-08-09,2020-W32,0.48949999999999994,-0.005501055262566702,98.30428130469055
finland,2020-08-16,2020-W33,0.5498000000000001,-0.002278934922376006,98.63237256925927
finland,2020-08-23,2020-W34,0.5099,-0.0002736917752868059,98.84408850735488
finland,2020-08-30,2020-W35,0.492,-0.001182981052546268,98.76810440838662
finland,2020-09-06,2020-W36,0.48769999999999997,-0.003787372814703344,98.52206683657715
finland,2020-09-13,2020-W37,0.5222,-0.01060390719462123,97.86807207616837
finland,2020-09-20,2020-W38,0.5096,-0.01203117872217636,97.74143437990136
finland,2020-09-27,2020-W39,0.509,-0.008579501408788725,98.08932558255206
finland,2020-10-04,2020-W40,0.5099,-0.01056336826217784,97.90853125158918
finland,2020-10-11,2020-W41,0.5099,-0.001992062824878161,98.76952380756384
finland,2020-10-18,2020-W42,0.5099,-0.005166362707532417,98.47079334788012
finland,2020-10-25,2020-W43,0.5099,-0.003253498793151868,98.67582579502451
finland,2020-11-01,2020-W44,0.5385,-0.001979181944615879,98.81346514201553
finland,2020-11-08,2020-W45,0.5385,-0.005208097118242593,98.50231487528853
finland,2020-11-15,2020-W46,0.5385,0.0035652725418555,99.37916234192407
finland,2020-11-22,2020-W47,0.5385,0.01187539593929744,100.2269844917887
finland,2020-11-29,2020-W48,0.5015000000000001,0.01010267185477077,100.0623507318159
finland,2020-12-06,2020-W49,0.5012,0.001612835868902509,99.22435680319148
finland,2020-12-13,2020-W50,0.5006,0.007185900709017739,99.79273276030473
finland,2020-12-20,2020-W51,0.47929999999999995,-0.001153216596442995,98.98064460270515
finland,2020-12-27,2020-W52,0.5041,-0.01245473576491766,97.87601467419432
finland,2021-01-03,2021-W01,0.5041,-0.01508592861371857,97.63268051321566
finland,2021-01-10,2021-W02,0.5074000000000001,-0.01359464881404596,97.7897704494377
finland,2021-01-17,2021-W03,0.5074000000000001,-0.01206532493252711,97.95256837627505
finland,2021-01-24,2021-W04,0.5074,-0.009790333490095412,98.19015794770064
finland,2021-01-31,2021-W05,0.5074000000000001,-0.005170883555315121,98.65469980659724
finland,2021-02-07,2021-W06,0.5765,-0.006187094207621356,98.56826277499337
finland,2021-02-14,2021-W07,0.5395,-0.02077352411319788,97.16330463632207
finland,2021-02-21,2021-W08,0.5391999999999999,-0.02173819668550609,97.07934794310952
finland,2021-02-28,2021-W09,0.51627,-0.00518851764636385,98.70597096010937
finland,2021-03-07,2021-W10,0.5189700000000002,-0.004964647066544602,98.74168111215187
finland,2021-03-14,2021-W11,0.45866999999999997,-0.01021005699622539,98.2354883464773
finland,2021-03-21,2021-W12,0.45936999999999995,-0.006885632442548297,98.57742836169857
finland,2021-03-28,2021-W13,0.45937,-0.005578266607103526,98.71953229660221
finland,2021-04-04,2021-W14,0.47597000000000006,-0.01408707026724594,97.89459517102198
finland,2021-04-11,2021-W15,0.45937,-0.01273121565629314,98.0418949616116
finland,2021-04-18,2021-W16,0.45937,0.003262217170512191,99.6390789358731
finland,2021-04-25,2021-W17,0.4963699999999999,0.0006581294780084422,99.39373849020484
finland,2021-05-02,2021-W18,0.45937,0.008491747588898518,100.2023079888049
finland,2021-05-09,2021-W19,0.5111000000000001,0.01910321067479361,101.2692266974766
france,2019-11-10,2019-W45,0.5084,0.02104738578819583,99.25139148984469
france,2019-11-17,2019-W46,0.5687,0.03553963088159537,100.7148505731848
france,2019-11-24,2019-W47,0.5674,0.03346128035694926,100.5276212686282
france,2019-12-01,2019-W48,0.5673999999999999,0.02738644298879389,99.93328052070828
france,2019-12-08,2019-W49,0.5673999999999999,0.02606995225962245,99.81628590755636
france,2019-12-15,2019-W50,0.6034999999999999,0.02970046278843373,100.2011316467265
france,2019-12-22,2019-W51,0.5673999999999999,0.02727979758630432,99.97337443866634
france,2019-12-29,2019-W52,0.5673999999999999,0.03365717306158673,100.6275772724092
france,2020-01-05,2020-W01,0.5673999999999999,0.0278637178545793,100.0680554820214
france,2020-01-12,2020-W02,0.5674,0.02959456147020903,100.2559514600474
france,2020-01-19,2020-W03,0.5929,0.02844305935977229,100.1551021761079
france,2020-01-26,2020-W04,0.5929,0.02900749200405223,100.2334590222266
france,2020-02-02,2020-W05,0.6152,0.01962935810366171,99.31225715634191
france,2020-02-09,2020-W06,0.6152,0.0189849514028314,99.26268004071866
france,2020-02-16,2020-W07,0.6152,0.02800000684527536,100.1833835368187
france,2020-02-23,2020-W08,0.6152,0.008746518479957596,98.28721240217254
france,2020-03-01,2020-W09,0.6192,-0.003697247382347714,97.0858115927484
france,2020-03-08,2020-W10,0.6152,-0.02675088152267058,94.89388102179052
france,2020-03-15,2020-W11,0.6537999999999999,-0.2014159651000561,79.69757983888155
france,2020-03-22,2020-W12,0.6152,-0.251659513144901,75.80321826449583
france,2020-03-29,2020-W13,0.6147,-0.2521619274944703,75.78163274386719
france,2020-04-05,2020-W14,0.5587,-0.2932245347892264,72.74341755127358
france,2020-04-12,2020-W15,0.5692,-0.2818231329827587,73.5882157650523
france,2020-04-19,2020-W16,0.5691999999999999,-0.2594807084778566,75.2672371128051
france,2020-04-26,2020-W17,0.5691999999999999,-0.2388005213205786,76.85113253530044
france,2020-05-03,2020-W18,0.5691999999999999,-0.2154370208043377,78.67919679841391
france,2020-05-10,2020-W19,0.5691999999999999,-0.1545704554692432,83.63507310267345
france,2020-05-17,2020-W20,0.5748,-0.1265349151534761,86.02548459067104
france,2020-05-24,2020-W21,0.5691999999999999,-0.1230614680016192,86.33733381775883
france,2020-05-31,2020-W22,0.6288,-0.09174981519720038,89.10285520446583
france,2020-06-07,2020-W23,0.5692,-0.06123085095562785,91.87743134542124
france,2020-06-14,2020-W24,0.6252,-0.05457572941019746,92.50434533503426
france,2020-06-21,2020-W25,0.5924,-0.04174306579156025,93.7194645300723
france,2020-06-28,2020-W26,0.5923999999999999,-0.03184002693918276,94.66591569157627
france,2020-07-05,2020-W27,0.5923999999999999,-0.02060065267669925,95.74979322675478
france,2020-07-12,2020-W28,0.5923999999999998,-0.008131121620175107,96.97232379499829
france,2020-07-19,2020-W29,0.5883999999999999,-0.01386343860489355,96.43202700318342
france,2020-07-26,2020-W30,0.5883999999999999,-0.01957497202394022,95.89673361659729
france,2020-08-02,2020-W31,0.6234,-0.01689021844225102,96.17546572213732
france,2020-08-09,2020-W32,0.6008,-0.006035854059524322,97.23918159897018
france,2020-08-16,2020-W33,0.6008,-0.003952025083294118,97.45616037884133
france,2020-08-23,2020-W34,0.5902999999999999,-0.003359064932822453,97.53518809031381
france,2020-08-30,2020-W35,0.6063999999999999,-0.007576143490902885,97.13883224497776
france,2020-09-06,2020-W36,0.6593,-0.01176879484963009,96.74645029539485
france,2020-09-13,2020-W37,0.6593,-0.007554442685106485,97.17617909914735
france,2020-09-20,2020-W38,0.6592999999999999,-0.01186138664412014,96.77258526844008
france,2020-09-27,2020-W39,0.6592999999999999,-0.02049508532813154,95.95459617788505
france,2020-10-04,2020-W40,0.6357999999999999,-0.008688768695534692,97.11531202554664
france,2020-10-11,2020-W41,0.5849,-0.01908596053771854,96.12476105450799
france,2020-10-18,2020-W42,0.5864999999999999,-0.01449976255558361,96.58063136857517
france,2020-10-25,2020-W43,0.6235,-0.02759257368813452,95.34510781161404
france,2020-11-01,2020-W44,0.6235,-0.06427103951849031,91.92468816142164
france,2020-11-08,2020-W45,0.5700999999999999,-0.06780480024143333,91.61371172527967
france,2020-11-15,2020-W46,0.5701,-0.0614900032904017,92.21412931974817
france,2020-11-22,2020-W47,0.5701,-0.03014064720826553,95.16457859509298
france,2020-11-29,2020-W48,0.534,-0.01969493196629214,96.17780289209375
france,2020-12-06,2020-W49,0.5161,-0.02557361697666006,95.63487199398644
france,2020-12-13,2020-W50,0.5700999999999998,-0.01072550921110527,97.07954643570994
france,2020-12-20,2020-W51,0.6125999999999998,-0.008677449599859655,97.29268884693724
france,2020-12-27,2020-W52,0.6126,-0.0126101972232743,96.93190434510313
france,2021-01-03,2021-W01,0.5927,-0.0224251110615518,95.99910598162069
france,2021-01-10,2021-W02,0.5985,-0.03140762923653166,95.1544573560971
france,2021-01-17,2021-W03,0.6463000000000001,-0.01858494561677187,96.4034257993749
france,2021-01-24,2021-W04,0.6436999999999999,-0.03834532404597912,94.53086902911284
france,2021-01-31,2021-W05,0.6436999999999999,-0.02753367249165369,95.57231315516435
france,2021-02-07,2021-W06,0.6257999999999999,-0.02390221158461147,95.94088726532652
france,2021-02-14,2021-W07,0.6436999999999999,-0.01716202102312226,96.60374536661068
france,2021-02-21,2021-W08,0.6436999999999999,-0.02724598273606255,95.64836750151257
france,2021-02-28,2021-W09,0.6520999999999999,-0.01787959019806325,96.5694691918373
france,2021-03-07,2021-W10,0.6521,-0.04349464522154962,94.14090600863922
france,2021-03-14,2021-W11,0.6521000000000001,-0.0258509404613572,95.8305418286983
france,2021-03-21,2021-W12,0.6345000000000001,-0.01455360139292858,96.94040400210469
france,2021-03-28,2021-W13,0.6462999999999999,-0.02157209494825236,96.27637696939566
france,2021-04-04,2021-W14,0.6488999999999999,-0.02557204381383806,95.90595835258543
france,2021-04-11,2021-W15,0.6489,-0.02867887296775668,95.62926554754445
france,2021-04-18,2021-W16,0.6489,-0.0453104413676448,94.06559964559851
france,2021-04-25,2021-W17,0.6489,-0.04429801001548239,94.1745444648823
france,2021-05-02,2021-W18,0.6489,-0.01947602393804271,96.5624084516358
france,2021-05-09,2021-W19,0.6462999999999999,-0.0170727416317265,96.8087980387378
germany,2019-11-10,2019-W45,0.6248,0.02585034484288422,100.646628295775
germany,2019-11-17,2019-W46,0.6463,0.02586375869287725,100.6689313636353
germany,2019-11-24,2019-W47,0.6462999999999999,0.03307692147932278,101.4293632133425
germany,2019-12-01,2019-W48,0.6463000000000001,0.02472519673554229,100.6067207304738
germany,2019-12-08,2019-W49,0.6462999999999999,0.01694225291929812,99.84752550678999
germany,2019-12-15,2019-W50,0.6117999999999999,0.02002443338491643,100.187025772982
germany,2019-12-22,2019-W51,0.6463000000000001,0.02344011109698022,100.5507458648196
germany,2019-12-29,2019-W52,0.6462999999999999,0.02118744782969466,100.3453794803048
germany,2020-01-05,2020-W01,0.6462999999999999,0.01682357907296564,99.93963966848864
germany,2020-01-12,2020-W02,0.6462999999999999,0.01177616136150181,99.45717426206046
germany,2020-01-19,2020-W03,0.6388999999999999,0.01474460430134298,99.77361248421415
germany,2020-01-26,2020-W04,0.6388999999999999,0.01230720604642267,99.56180281742377
germany,2020-02-02,2020-W05,0.6388999999999999,0.01079467505543546,99.43202188653896
germany,2020-02-09,2020-W06,0.6389000000000001,0.01276662482266234,99.64903101138533
germany,2020-02-16,2020-W07,0.6388999999999999,0.01345546846125328,99.74883788023541
germany,2020-02-23,2020-W08,0.6388999999999999,0.00281449248824616,98.71358623314875
germany,2020-03-01,2020-W09,0.6223000000000001,0.001635466604783229,98.61779502517945
germany,2020-03-08,2020-W10,0.6583999999999999,-0.008625956510655244,97.64149318689496
germany,2020-03-15,2020-W11,0.6546999999999998,-0.0958469561958084,89.50457111317404
germany,2020-03-22,2020-W12,0.6389,-0.1292491481508738,86.58232238930051
germany,2020-03-29,2020-W13,0.6769999999999999,-0.1525782422437876,84.61222927411679
germany,2020-04-05,2020-W14,0.6555000000000001,-0.1740761920242435,82.82989275243084
germany,2020-04-12,2020-W15,0.6463000000000001,-0.1567521581239414,84.29488719786389
germany,2020-04-19,2020-W16,0.5964000000000002,-0.1639168622263789,83.71923400334848
germany,2020-04-26,2020-W17,0.5964,-0.1340713145498716,86.27349762781238
germany,2020-05-03,2020-W18,0.6167,-0.1110911263988749,88.2974124045275
germany,2020-05-10,2020-W19,0.6046999999999999,-0.08483299342615122,90.67495370504706
germany,2020-05-17,2020-W20,0.5507,-0.07271777772537756,91.79928874090817
germany,2020-05-24,2020-W21,0.5024,-0.08768519129473024,90.4543492689859
germany,2020-05-31,2020-W22,0.5024,-0.05838950343888018,93.17255670505548
germany,2020-06-07,2020-W23,0.5236999999999999,-0.03577000187894194,95.32393022676206
germany,2020-06-14,2020-W24,0.572,-0.04032155119721621,94.91079907030053
germany,2020-06-21,2020-W25,0.5811999999999999,-0.05331587426820085,93.7147326798314
germany,2020-06-28,2020-W26,0.6045,-0.03875664286399436,95.10892370350798
germany,2020-07-05,2020-W27,0.5679000000000001,-0.0198256296117176,96.94676105406106
germany,2020-07-12,2020-W28,0.5475999999999999,-0.01881371633667132,97.07521836271383
germany,2020-07-19,2020-W29,0.562,-0.01805182576306107,97.16943186089674
germany,2020-07-26,2020-W30,0.5679,-0.01991632480758521,97.00861949204595
germany,2020-08-02,2020-W31,0.6198999999999999,-0.02980966310050059,96.08360866750188
germany,2020-08-09,2020-W32,0.6382999999999999,-0.02706555799345263,96.36769203004818
germany,2020-08-16,2020-W33,0.5863,-0.0191989247793266,97.14899132424655
germany,2020-08-23,2020-W34,0.5687,-0.01495651091437985,97.59248046348385
germany,2020-08-30,2020-W35,0.5705,-0.0166163951547544,97.4509058205836
germany,2020-09-06,2020-W36,0.5761000000000001,-0.02067417962522091,97.07647753371812
germany,2020-09-13,2020-W37,0.591,-0.02053721824656856,97.12009412444536
germany,2020-09-20,2020-W38,0.6073,-0.01831693981414578,97.356230837577
germany,2020-09-27,2020-W39,0.587,-0.01342390364957967,97.85413287527591
germany,2020-10-04,2020-W40,0.6350999999999999,-0.01071024363325935,98.15067803601907
germany,2020-10-11,2020-W41,0.6013999999999999,-0.009333452711972544,98.30636532704744
